Natural_Products_Name,NP_MRD_ID,SMILES,MW,LogP,HBD,HBA,TPSA,RotBonds,FractionCSP3,Cluster_ID
Tirandamycin C,NP0008841,[H]O\C(C([H])=C([H])C(=C(\[H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])O[C@]2(O[C@]([H])(C([H])([H])C([H])=C2C([H])([H])[H])[C@]1([H])C([H])([H])[H])C([H])([H])[H])\C([H])([H])[H])=C1/C(=O)N([H])C([H])([H])C1=O,387.48,3.12,2,5,84.86,4,0.55,2411
"3-isobutyl-4-[4-(3-methyl-2-butenyloxy)phenyl]-1H-pyrrole-2,5-dione",NP0005058,[H]N1C(=O)C(=C(C1=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C(OC([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],313.4,3.49,1,3,55.4,6,0.37,2412
"12-(acetyloxy)-5-isopropyl-6,9-dimethyl-3-oxo-15-oxatetracyclo[7.6.1.0²,⁶.0¹³,¹⁶]hexadec-13(16)-en-4-yl acetate",NP0305230,CC(C)C1C(OC(C)=O)C(=O)C2C3OCC4=C3C(C)(CCC4OC(C)=O)CCC12C,418.53,3.62,0,6,78.9,3,0.79,2413
Cortolone,NP0087027,[H][C@@]12CC[C@](O)([C@@H](O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C,366.5,1.65,4,5,97.99,2,0.95,2414
3-(3-methyl-2-butenyl)acetophenone-4-O-beta-D-glucopyranoside,NP0025954,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(OC2=C(C([H])=C(C([H])=C2[H])C(=O)C([H])([H])[H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],366.41,0.58,4,7,116.45,6,0.53,2415
"9-hydroxy-3-(7-hydroxyoctanoyl)-6,9a-dimethyl-2-oxo-9h-furo[3,2-g]isochromene-4-carbaldehyde",NP0232626,CC(O)CCCCCC(=O)C1=C2C(C=O)=C3C=C(C)OC=C3C(O)C2(C)OC1=O,402.44,2.19,2,7,110.13,8,0.5,2416
Estradiol-17beta 3-sulfate,NP0136896,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OS(O)(=O)=O)C=C3CC[C@@]21[H],352.45,3.09,2,4,83.83,2,0.67,2417
"3b,6,6,9a,11a-pentamethyl-2,7-dioxo-4h,5h,5ah,9bh,10h,11h-phenanthro[2,1-b]furan-4-yl acetate",NP0258019,CC(=O)OC1CC2C(C)(C)C(=O)C=CC2(C)C2CCC3(C)OC(=O)C=C3C12C,386.49,3.77,0,5,69.67,1,0.7,2418
"5,9-dihydroxy-10-methoxy-1,1,2-trimethyl-2h-furo[2,3-c]xanthen-6-one",NP0278730,COC1=C2OC3=C4C(OC(C)C4(C)C)=CC(O)=C3C(=O)C2=CC=C1O,342.35,3.42,2,6,89.13,1,0.32,2419
(-)-Excisanin G,NP0083313,CC1(C)CC[C@H](O)[C@@]2(CO)[C@@H]3CC[C@@H]4[C@H](O)[C@@]3([C@H](O)C[C@H]12)C(=O)[C@@H]4CO,368.47,0.09,5,6,118.22,2,0.95,2420
"(3r,6r)-3-[(2r)-3,3-dichloro-2-methylpropyl]-1,4-dimethyl-6-[(2s)-3,3,3-trichloro-2-methylpropyl]piperazine-2,5-dione",NP0296792,C[C@H](C[C@H]1N(C)C(=O)[C@@H](C[C@H](C)C(Cl)(Cl)Cl)N(C)C1=O)C(Cl)Cl,426.6,3.88,0,2,40.62,5,0.86,2421
10-epi-Olguine,NP0082939,C[C@H](OC(C)=O)[C@H](OC(C)=O)\C=C\[C@@H]1O[C@@H]1[C@@H]1OC(=O)C=C[C@@H]1OC(C)=O,382.37,0.61,0,9,117.73,7,0.56,2422
"15,16-dimethoxy-5,7-dioxa-12-azapentacyclo[10.6.1.0²,¹⁰.0⁴,⁸.0¹³,¹⁸]nonadeca-2,4(8),9,17-tetraene",NP0291773,COC1CC2N3CC(C2=CC1OC)C1=CC2=C(OCO2)C=C1C3,315.37,2.06,0,5,40.16,2,0.56,2423
"ethyl 2-[(4r)-6,7-dibromo-1-oxo-2h,3h,4h-pyrrolo[1,2-a]pyrazin-4-yl]acetate",NP0305337,CCOC(=O)C[C@@H]1CNC(=O)C2=CC(Br)=C(Br)N12,380.04,2.25,1,4,60.33,3,0.45,2424
(+)-Clathramide D,NP0082835,C[C@]1(C[C@@H](NC(=O)C2=CC(Br)=CN2)C(O)=O)CN=CN1,343.18,0.74,4,4,106.58,5,0.42,2425
"1-(4-ethoxy-3-hydroxy-5,7,8-trimethoxy-2,2-dimethyl-3,4-dihydro-1-benzopyran-6-yl)ethanone",NP0301597,CCOC1C(O)C(C)(C)OC2=C1C(OC)=C(C(C)=O)C(OC)=C2OC,354.4,2.52,1,7,83.45,6,0.61,2426
"4-(5-bromo-1-methoxyindol-3-yl)-1,3-diazinan-2-imine",NP0187618,CON1C=C(C2CCNC(=N)N2)C2=CC(Br)=CC=C12,323.19,2.02,3,3,62.07,2,0.31,2427
"(1r,4r,8s,9r,10r,12r)-9-hydroxy-9-[2-(5-methoxy-2-oxo-5h-furan-3-yl)ethyl]-4,8,10-trimethyl-2-oxatricyclo[6.3.1.0⁴,¹²]dodecane-3,5-dione",NP0142811,COC1OC(=O)C(CC[C@@]2(O)[C@H](C)C[C@H]3OC(=O)[C@]4(C)[C@H]3[C@]2(C)CCC4=O)=C1,392.45,1.91,1,7,99.13,4,0.76,2428
"(2r,3's)-3'-(hydroxymethyl)-4-methoxy-3'-[(2r,3r)-3-methyl-5-oxooxolan-2-yl]spiro[1-benzofuran-2,2'-oxiran]-3-one",NP0276725,COC1=CC=CC2=C1C(=O)[C@@]1(O[C@@]1(CO)[C@@H]1OC(=O)C[C@H]1C)O2,320.3,0.68,1,7,94.59,3,0.5,2429
(-)-Leuconicine F,NP0081631,CC[C@@H]1CN2(=O)CC[C@@]34[C@@H]2C[C@@H]1C1=C3N(C2=C4C=CC=C2)C(=O)C(=C1)C(N)=O,377.44,2.15,1,4,88.15,2,0.45,2430
"methyl 2-[(1s,2s,4r,5s,6s,7r,8e)-7-hydroxy-5-(hydroxymethyl)-1,5-dimethyl-9-oxo-10-oxatricyclo[4.4.0.0²,⁴]decan-8-ylidene]propanoate",NP0246053,COC(=O)C(\C)=C1/[C@H](O)[C@@H]2[C@@](C)(CO)[C@@H]3C[C@@H]3[C@]2(C)OC1=O,310.35,0.42,2,6,93.06,2,0.75,2431
(-)-Penninervin,NP0080821,CC(C)=CC(=O)O[C@@]1(C)[C@@H]2CC[C@]3(C)[C@H](O)C=C[C@](C)(O)[C@H]3[C@@H]2OC1=O,364.44,1.89,2,6,93.06,2,0.7,2432
"(2s,3s,4as,5s,8ar)-2-methyl-5-[(1z,3e)-octa-1,3-dien-1-yl]-decahydroquinolin-3-yl 2-hydroxyacetate",NP0175926,CCCC\C=C\C=C/[C@@H]1CCC[C@H]2N[C@@H](C)[C@H](C[C@@H]12)OC(=O)CO,335.49,3.36,2,4,58.56,7,0.75,2433
"6-[(4-hydroxy-3-methoxyphenyl)methylidene]-4,9,12-trioxatetracyclo[6.5.1.0¹,¹⁰.0⁵,¹⁰]tetradecane-7,13-dione",NP0145576,COC1=CC(C=C2C3OCCC45CC(OC34COC5=O)C2=O)=CC=C1O,358.35,1.23,1,7,91.29,2,0.47,2434
(+)-Synargentolide B,NP0079641,C[C@H](OC(C)=O)[C@@H](OC(C)=O)\C=C\[C@H](O)[C@H](O)[C@H]1CC=CC(=O)O1,342.34,0.02,2,8,119.36,7,0.56,2435
"(1r,5s,8r,10s,13r,14r)-14-[2-(furan-3-yl)-2-oxoethyl]-5,10-dimethyl-7,9-dioxatetracyclo[8.3.1.0¹,⁸.0⁵,¹³]tetradec-11-en-6-one",NP0240696,C[C@@]12O[C@@H]3OC(=O)[C@@]4(C)CCC[C@]3([C@H]1CC(=O)C1=COC=C1)[C@H]4C=C2,342.39,3.5,0,5,65.74,3,0.6,2436
"8-hydroxy-4,6,7,10,10-pentamethyl-7,8-dihydro-6h-1,5,9-trioxatriphenylen-2-one",NP0161864,CC1OC2=C(C(O)C1C)C1=C(C=CC(C)(C)O1)C1=C2C(C)=CC(=O)O1,342.39,3.74,1,5,68.9,0,0.45,2437
"methyl 3-methyl-10-oxa-3,14-diazapentacyclo[11.7.0.0²,⁷.0⁶,¹².0¹⁵,²⁰]icosa-1(13),15,17,19-tetraene-12-carboxylate",NP0258477,COC(=O)C12COCCC3C1CCN(C)C3C1=C2NC2=CC=CC=C12,340.42,2.62,1,4,54.56,1,0.55,2438
"10-(2h-1,3-benzodioxol-5-yl)-3-methoxy-11-methyl-7-oxatricyclo[6.3.1.0¹,⁶]dodeca-2,5-dien-4-one",NP0313928,COC1=CC23CC(CC(C2C)C2=CC=C4OCOC4=C2)OC3=CC1=O,340.38,3.31,0,5,53.99,2,0.45,2439
Stemonamide,NP0070467,COC1=C(C)C(=O)O[C@]11C(=O)C(C)=C2CCCCN3C(=O)CC[C@@]123,331.37,1.65,0,5,72.91,1,0.61,2440
"15-hydroxy-8,10-dioxa-13,19-diazaoctacyclo[12.8.2.1¹,¹⁵.0²,¹⁹.0³,¹⁴.0³,¹⁷.0⁴,¹².0⁷,¹¹]pentacosa-4,6,11-triene-16,18-dione",NP0218756,OC12CC34CCCN5C3C3(C(C5=O)C1=O)C1=CC=C5OCOC5=C1NC23CC4,380.4,0.94,2,6,88.1,0,0.62,2441
"(9r,18s,21s)-18-hydroxy-2,18-bis(methoxycarbonyl)-2,12-diazahexacyclo[14.2.2.1⁹,¹².0¹,⁹.0³,⁸.0¹⁶,²¹]henicosa-3,5,7-trien-12-ium-12-olate",NP0234212,COC(=O)N1C2=CC=CC=C2[C@@]23CC[N+]4([O-])CCCC5(CCC12[C@@](O)(C5)C(=O)OC)[C@@H]34,428.49,2.22,1,6,99.13,1,0.65,2442
Sibyllenone,NP0075783,COC1=CC(=CC2=C1OCO2)[C@H]1[C@H](C)[C@@]23C[C@]1(CC=C)C(=O)C=C2OCO3,370.4,3.32,0,6,63.22,4,0.48,2443
"2,3-Epoxy-jaeschkeanadiol p-methoxybenzoate",NP0074917,COC1=CC=C(C=C1)C(=O)O[C@H]1C[C@@]2(C)O[C@H]2C[C@@]2(C)CC[C@@](O)(C(C)C)[C@H]12,388.5,3.98,1,5,68.29,4,0.7,2444
"(4ar,6ar,7r,11as,11br)-6a,7-dihydroxy-8-(hydroxymethyl)-4,4,11b-trimethyl-1h,2h,3h,4ah,5h,6h,7h,11ah-phenanthro[3,2-b]furan-9-one",NP0208053,CC1(C)CCC[C@]2(C)[C@@H]1CC[C@]1(O)[C@H](O)C3=C(CO)C(=O)OC3=C[C@@H]21,348.44,2.06,3,5,86.99,1,0.75,2445
(-)-Artabonatine B,NP0075119,COC1=C2CCN[C@@H]3[C@H](O)C4=C(C=CC=C4)C(C4=C1OCO4)=C23,311.34,2.32,2,5,59.95,1,0.33,2446
3-formyl-4-methyl-2-(2-oxoethyl)cyclopent-3-en-1-yl 4-methoxybenzoate,NP0256449,COC1=CC=C(C=C1)C(=O)OC1CC(C)=C(C=O)C1CC=O,302.33,2.34,0,5,69.67,6,0.35,2447
"methyl (1s,4as,4br,8as)-8a-hydroxy-7-isopropyl-1,4a-dimethyl-6-oxo-2,3,4,4b,5,9,10,10a-octahydrophenanthrene-1-carboxylate",NP0204595,COC(=O)[C@@]1(C)CCC[C@@]2(C)C1CC[C@]1(O)C=C(C(C)C)C(=O)C[C@H]21,348.48,3.67,1,4,63.6,2,0.81,2448
"(1r,5r,11r,12s,15r,16s)-16-[(2s)-2-hydroxy-5-oxo-2h-furan-3-yl]-6,6,11,15-tetramethyl-7,17-dioxatetracyclo[13.2.1.0¹,¹².0⁵,¹¹]octadec-9-ene-3,8,18-trione",NP0313080,C[C@@]12CC[C@@H]3[C@@](CC(=O)C[C@H]4C(C)(C)OC(=O)C=C[C@@]34C)(O[C@H]1C1=CC(=O)O[C@@H]1O)C2=O,444.48,1.79,1,8,116.2,1,0.67,2449
(+)-Zambesiacolactone B,NP0074040,CC1(C)[C@@H](O)CC[C@]2(C)[C@@H](C\C=C3/[C@H](O)COC3=O)[C@@]3(CO3)C[C@@H](O)[C@@H]12,366.45,1.17,3,6,99.52,2,0.85,2450
"[4-(4-bromo-3,3-dimethylcyclohexyl)-2,3-dioxabicyclo[2.2.2]oct-5-en-1-yl]methanol",NP0154737,CC1(C)CC(CCC1Br)C12CCC(CO)(OO1)C=C2,331.25,3.36,1,3,38.69,2,0.87,2451
"(1r,4s,5r,9r,10s,13r)-5,9-dimethyl-14-methylidene-15-oxo-16-oxatetracyclo[11.3.1.0¹,¹⁰.0⁴,⁹]heptadecane-5-carboxylic acid",NP0299957,C[C@@]12CCC[C@](C)([C@H]1CC[C@@]13C[C@@H](CC[C@@H]21)C(=C)C(=O)O3)C(O)=O,332.44,3.95,1,3,63.6,1,0.8,2452
(-)-Micromarin C,NP0073061,COC1=CC=C2C=CC(=O)OC2=C1[C@H](O)[C@H](O)C(=C)COC(=O)C(C)(C)C,376.41,2.34,2,7,106.2,6,0.4,2453
(-)-Xindongnin L,NP0072579,COC[C@@H]1[C@H]2C[C@@]3([C@@H](O)C(=O)[C@@H]4C(C)(C)[C@H](CC[C@@]4(C)[C@@H]3[C@@H](O)C2)OC(C)=O)C1=O,422.52,1.52,2,7,110.13,3,0.87,2454
"4,6,9-trihydroxy-3-isopropyl-7,7,10a-trimethyl-6h,6ah,8h,9h,10h-benzo[c]isochromene-1-carbaldehyde",NP0182551,CC(C)C1=CC(C=O)=C2C(OC(O)C3C(C)(C)CC(O)CC23C)=C1O,348.44,3.09,3,5,86.99,2,0.65,2455
Monascin,NP0071507,CCCCCC(=O)[C@@H]1[C@H]2CC3=C(COC(\C=C\C)=C3)C(=O)[C@]2(C)OC1=O,358.43,3.44,0,5,69.67,6,0.57,2456
"(4r,5r,7r,8r,13s,16s,19r,22r)-7,8-dihydroxy-5,19-dimethyl-15,18,20-trioxapentacyclo[14.5.1.0⁴,¹³.0⁵,¹⁰.0¹⁹,²²]docosa-1(21),10-dien-14-one",NP0151281,C[C@@]12OC[C@H]3OC(=O)[C@H]4CC=C5C[C@@H](O)[C@H](O)C[C@]5(C)[C@@H]4CCC(=CO1)[C@@H]23,376.45,2.05,2,6,85.22,0,0.76,2457
"(1r,5s,13s)-10,14-dimethoxy-4-methyl-12-oxa-4-azapentacyclo[9.6.1.0¹,¹³.0⁵,¹⁷.0⁷,¹⁸]octadeca-7,9,11(18),14,16-pentaene",NP0312399,COC1=CC=C2[C@@H]3CC4=CC=C(OC)C5=C4[C@]2(CCN3C)[C@@H]1O5,311.38,2.42,0,4,30.93,2,0.47,2458
Maistemonine,NP0070085,COC1=C(C)C(=O)O[C@]11C(=O)C(C)=C2CCCCN3[C@@H](CC[C@]123)[C@@H]1C[C@H](C)C(=O)O1,415.49,2.44,0,7,82.14,2,0.7,2459
O-Methylrobustimine,NP0070260,CO[C@H]1C[C@H]2O[C@]22CCN3CCCC4=CC5=C(OCO5)C=C4[C@]23C1,329.4,2.21,0,5,43.46,1,0.68,2460
Motuporamine B,NP0070125,NCCCNCCCN1CCCCCCCCCCCCC1,311.56,3.92,2,3,41.29,7,1.0,2461
"11-ethyl-8,9-dihydroxy-4,6,16-trimethoxy-11-azahexacyclo[7.7.2.1²,⁵.0¹,¹⁰.0³,⁸.0¹³,¹⁷]nonadecan-18-one",NP0155661,CCN1CC2CCC(OC)C34C5CC6C(OC)C5C(O)(CC6OC)C(O)(C13)C(=O)C24,421.53,0.46,2,7,88.46,4,0.96,2462
"n-[4-(5-methyl-2-oxo-4-phenyl-1,5-diazocan-1-yl)butyl]benzenecarboximidic acid",NP0298764,CN1CCCN(CCCCNC(=O)C2=CC=CC=C2)C(=O)CC1C1=CC=CC=C1,393.53,3.49,1,3,52.65,7,0.42,2463
"(1r,5s)-7,8-dibromo-3-imino-2,4,6,12-tetraazatetracyclo[10.3.0.0¹,⁵.0⁶,¹⁰]pentadeca-7,9-dien-11-one",NP0319014,BrC1=C(Br)N2[C@@H]3NC(=N)N[C@@]33CCCN3C(=O)C2=C1,389.05,1.59,3,3,73.15,0,0.45,2464
"methyl (2s)-2-[(2r,3e,12bs)-3-ethylidene-8-methoxy-1h,2h,4h,6h,7h,12h,12bh-indolo[2,3-a]quinolizin-2-yl]-3-hydroxypropanoate",NP0238489,COC(=O)[C@H](CO)[C@H]1C[C@@H]2N(CCC3=C2NC2=CC=CC(OC)=C32)C\C1=C\C,384.48,2.82,2,5,74.79,4,0.5,2465
(-)-12-Methoxy-10-demethoxy-kopsidasinine,NP0069422,COC(=O)[C@@H]1[C@@H]2N3CCC[C@@]22CC[C@@]11N(C(=O)OC)C4=C(C=CC=C4OC)[C@]1(CC3)C2=O,440.5,2.28,0,7,85.38,2,0.62,2466
"1,10-Diacetyl-10-norpluviine",NP0069400,COC1=CC2=C(C=C1OC(C)=O)[C@H]1[C@@H]3N(CCC3=CC[C@H]1OC(C)=O)C2,357.41,2.55,0,6,65.07,3,0.5,2467
(+)-Galwesine,NP0069384,CO[C@@H]1[C@@H]2O[C@@]22CCN(C)[C@H]2[C@H]2[C@@H]1OC(=O)C1=CC(OC)=C(OC)C=C21,361.39,1.2,0,7,69.76,3,0.63,2468
(+)-3-O-demethyl-3-epimacronine,NP0069379,CN1C[C@@H]2OC(=O)C3=CC4=C(OCO4)C=C3[C@]22C=C[C@@H](O)C[C@H]12,315.32,0.83,1,6,68.23,0,0.47,2469
"methyl (1s,3r,4s,11s,13s,14e)-4-hydroxy-3-methoxy-14-(2-methoxy-2-oxoethylidene)-9-azatetracyclo[7.5.0.0¹,⁶.0¹¹,¹³]tetradec-5-ene-13-carboxylate",NP0196232,CO[C@@H]1C[C@]23N(CCC2=C[C@@H]1O)C[C@H]1C[C@@]1(C(=O)OC)\C3=C/C(=O)OC,363.41,0.43,1,7,85.3,3,0.68,2470
"4,12,13-trimethoxy-17-methyl-17-azatetracyclo[7.6.2.0²,⁷.0¹⁰,¹⁵]heptadeca-2,4,6,10(15),11,13-hexaen-3-ol",NP0278600,COC1=CC=C2CC3N(C)CC(C4=CC(OC)=C(OC)C=C34)C2=C1O,341.41,3.09,1,5,51.16,3,0.4,2471
"(1'r,3s,3's,6's,9'z,10'r)-9'-ethylidene-10'-(hydroxymethyl)-1-methyl-7'-azaspiro[indole-3,4'-tricyclo[4.3.1.0³,⁷]decan]-2-one",NP0200566,C\C=C1/CN2[C@H]3C[C@]4([C@@H]2C[C@@H]1[C@H]3CO)C(=O)N(C)C1=CC=CC=C41,324.42,1.93,1,3,43.78,1,0.55,2472
(-)-Remijinine,NP0068607,OCC[C@]1([C@@H]2C[C@@H]3CCN2C[C@@H]3C=C)C(=O)NC2=C1C=CC=C2,312.41,2.16,2,3,52.57,4,0.53,2473
"(1s,2r,15s,16r,23r)-7,9,21-triazahexacyclo[11.9.1.1¹,¹⁵.0²,⁷.0⁹,²³.0¹⁶,²¹]tetracos-13-ene",NP0316638,C1CCN2C[C@@]34C[C@@H](C=C5CCCN(CN6CCCC[C@H]36)[C@@H]45)[C@H]2C1,327.52,3.08,0,3,9.72,0,0.9,2474
Heleurine N-oxide,NP0068293,CO[C@@H](C)[C@](O)(C(C)C)C(=O)OCC1=CCN2(=O)CCC[C@@H]12,313.39,1.37,1,5,78.82,6,0.81,2475
"(1r,9r,12s,13s)-12-(acetyloxy)-3-hydroxy-4,11-dimethoxy-17-methyl-17-azatetracyclo[7.5.3.0¹,¹⁰.0²,⁷]heptadeca-2,4,6,10-tetraen-13-yl acetate",NP0305100,COC1=CC=C2C[C@H]3N(C)CC[C@@]4(C[C@H](OC(C)=O)[C@H](OC(C)=O)C(OC)=C34)C2=C1O,431.49,2.07,1,8,94.53,4,0.57,2476
"15,16-dimethoxy-11-methyl-3,5-dioxa-11-azapentacyclo[10.7.1.0²,⁶.0⁸,²⁰.0¹⁴,¹⁹]icosa-1,6,8(20),14,16,18-hexaen-9-ol",NP0236060,COC1=CC=C2C(CC3N(C)CC(O)C4=CC5=C(OCO5)C2=C34)=C1OC,355.39,2.68,1,6,60.39,2,0.4,2477
16-Oxohasubanonine,NP0067361,COC1=CC=C2CC[C@]34N(C)C(=O)C[C@]3(CC(=O)C(OC)=C4OC)C2=C1OC,387.43,1.97,0,6,74.3,4,0.52,2478
"(1s,12r,14r,24s)-24,25-dimethyl-5,7,13,17,19-pentaoxa-25-azaheptacyclo[12.10.1.0²,¹⁰.0⁴,⁸.0¹²,²⁴.0¹⁵,²³.0¹⁶,²⁰]pentacosa-2,4(8),9,15(23),16(20),21-hexaene",NP0297937,CN1[C@@H]2O[C@@H]3CC4=CC5=C(OCO5)C=C4[C@H]1[C@]3(C)C1=C2C2=C(OCO2)C=C1,365.39,3.04,0,6,49.39,0,0.43,2479
"(1r,12r,16r,19s)-12-ethyl-10-(methoxycarbonyl)-8,16-diazapentacyclo[10.6.1.0¹,⁹.0²,⁷.0¹⁶,¹⁹]nonadeca-2,4,6,9,13-pentaen-16-ium-16-olate",NP0285375,CC[C@@]12CC(C(=O)OC)=C3NC4=CC=CC=C4[C@@]33CC[N@@+]([O-])(CC=C1)[C@@H]23,352.43,3.23,1,4,61.39,2,0.48,2480
leuconodine A,NP0043407,[H]O[C@@]1([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@]3(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N4C5=C([H])C([H])=C([H])C([H])=C5[C@@]1([H])[C@@]234,326.4,2.0,1,3,60.85,1,0.58,2481
(-)-Leuconolam,NP0066909,CC[C@]12CCCN3C(=O)C=C(C4=C(NC(=O)CC1)C=CC=C4)[C@]23O,326.4,2.52,2,3,69.64,1,0.47,2482
Kopsinitarine A,NP0066903,COC(=O)N1C2=C(OC)C=CC=C2[C@]23[C@H]4[C@@H]5O[C@@H]6[C@](O)(C4=O)[C@]12CC[C@@]61C=CCN5[C@@H]31,422.44,0.96,1,7,88.54,1,0.57,2483
Cathanneine,NP0066871,CC[C@]12[C@H]3CCN4CC[C@@]5([C@H]14)[C@@H](N(C)C1=CC=CC=C51)[C@@](O3)([C@H]2OC(C)=O)C(=O)OC,426.51,1.87,0,7,68.31,3,0.67,2484
Sphaeropsidin D,NP0074495,CC1(C)CCC[C@]23[C@H]1[C@](O)(OC2=O)C(=O)C1=C[C@](C)(C[C@@H](O)[C@]31O)C=C,362.42,1.24,3,6,104.06,1,0.7,2485
Neocyathin E,NP0332581,[H][C@]12C[C@H]3O[C@](O)(C=C3CO)[C@]1(C)CC[C@@]1(C)[C@H](O)CC(C(C)C)=C21,334.46,2.54,3,4,69.92,2,0.8,2486
Gutierolide,NP0066142,CO[C@H]1OC[C@]2(O)[C@H](Cl)CC[C@@H]3[C@]12CC[C@H](C)[C@@]3(C)CCC1=CC(=O)OC1,398.93,3.42,1,5,64.99,4,0.86,2487
"(3s)-3-[(3e,5r,7e)-5,9-dihydroxy-3,7-dimethylnona-3,7-dien-1-yl]-2,2-dimethyl-4-methylidenecyclohexan-1-one",NP0243046,C\C(CC[C@H]1C(=C)CCC(=O)C1(C)C)=C/[C@H](O)C\C(C)=C\CO,320.47,3.96,2,3,57.53,7,0.65,2488
"2alpha,3alpha,15-Trihydroxy-ent-labda-7,13E-diene",NP0065638,C\C(CC[C@@H]1C(C)=CC[C@@H]2C(C)(C)[C@H](O)[C@H](O)C[C@]12C)=C/CO,322.49,3.45,3,3,60.69,4,0.8,2489
"3alpha-Hydroxy-8alpha-acetoxy-3-desoxo-11beta,13-dihydroparishin A",NP0065510,C[C@H]1[C@@H]2[C@H](OC1=O)C1=C(C)[C@H](O)C[C@H]1[C@](C)(O)C[C@@H]2OC(C)=O,324.37,0.95,2,6,93.06,1,0.76,2490
"16-Hydroxy-6-oxo-7,ent-13E-labdasien-15-oic acid",NP0065305,CC1=CC(=O)[C@@H]2C(C)(C)CCC[C@@]2(C)[C@@H]1CC\C(CO)=C/C(O)=O,334.46,3.75,2,3,74.6,5,0.7,2491
"6-(hydroxymethyl)-9a-methyl-3-methylidene-2-oxo-octahydro-3ah-azuleno[4,5-b]furan-9-yl acetate",NP0258747,CC(=O)OC1CCC2C(CO)CCC3C(OC(=O)C3=C)C12C,308.37,1.83,1,5,72.83,2,0.76,2492
methyl botryolate,NP0003166,[H]OC([H])([H])[C@@]1(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@]2([H])[C@@]([H])(OC(=O)C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@]([H])(C(=O)OC([H])([H])[H])[C@]12O[H],342.43,1.52,2,6,93.06,3,0.89,2493
Ovalimethoxy I,NP0064305,CO[C@H]1O[C@H](OC(C)=O)[C@@H]2[C@@H]([C@@H]3[C@H](CCC2=C)C3(C)C)C1=C,306.4,3.29,0,4,44.76,2,0.72,2494
"4-(7-hydroxy-3,4-dihydro-2h-1-benzopyran-3-yl)-6-(2-methylbut-3-en-2-yl)benzene-1,3-diol",NP0157512,CC(C)(C=C)C1=CC(C2COC3=CC(O)=CC=C3C2)=C(O)C=C1O,326.39,3.99,3,4,69.92,3,0.3,2495
Tenuferin,NP0063518,COC1=CC=C(C=C1O)C(=O)O[C@@H]1C[C@@](C)(O)[C@H]2C[C@@H]3O[C@]3(C)[C@@H]2C[C@H]1C(C)C,404.5,3.54,2,6,88.52,4,0.7,2496
Casegravol isovalerate,NP0063051,COC1=CC=C2C=CC(=O)OC2=C1\C=C\[C@](C)(O)COC(=O)CC(C)C,360.41,3.16,1,6,85.97,7,0.4,2497
"(1r,14r)-11,14-dihydroxy-7,7,20,20-tetramethyl-2,6,21,25-tetraoxahexacyclo[12.11.0.0³,¹².0⁵,¹⁰.0¹⁵,²⁴.0¹⁷,²²]pentacosa-3,5(10),8,11,15(24),16,18,22-octaen-13-one",NP0159149,CC1(C)OC2=CC3=C(C=C2C=C1)[C@@]1(O)[C@H](O3)OC2=CC3=C(C=CC(C)(C)O3)C(O)=C2C1=O,434.44,3.94,2,7,94.45,0,0.32,2498
"3-[(1s)-1-[(5r)-6-hydroxy-5-[(methylsulfanyl)methyl]-3-[(1e)-2-oxocyclopent-3-en-1-ylidene]-4,5-dihydro-2h-pyrazin-2-yl]ethyl]-1-methyl-3h-indol-2-one",NP0251182,CSC[C@@H]1N\C(C(N=C1O)[C@@H](C)C1C(=O)N(C)C2=CC=CC=C12)=C1\CC=CC1=O,411.53,2.83,2,5,82.0,4,0.41,2499
"3,4,5,3'-Tetramethoxy-4',5'-methylenedioxybibenzyl",NP0061117,COC1=C2OCOC2=CC(CCC2=CC(OC)=C(OC)C(OC)=C2)=C1,346.38,3.23,0,6,55.38,7,0.37,2500
"(5alpha,5aalpha,6alpha,7beta,9beta,9aalpha)-7-(Acetyloxy)-6-(benzoyloxy)-5,5a,6,7,8,9-hexahydro-9-hydroxy-2,2,5a,9-tetramethyl-2H-5,9a-(epoxymethano)-1-benzoxepin-10-one",NP0059646,CC(=O)O[C@H]1C[C@@](C)(O)[C@]23OC(C)(C)C=C[C@H](OC2=O)[C@]3(C)[C@@H]1OC(=O)C1=CC=CC=C1,444.48,2.33,1,8,108.36,3,0.54,2501
